recorded;RADON_SHORT_TERM_AVG Bq/m3;TEMP °C;HUMIDITY %;PRESSURE hPa;CO2 ppm;VOC ppb
2022-09-22T15:50:33;;26.46;48.00;985.00;509.00;46.00
2022-09-22T15:55:33;;26.40;47.50;985.00;498.00;50.00
2022-09-22T16:00:33;85.00;26.43;48.00;985.00;493.00;46.00
2022-09-22T16:05:33;;26.40;48.00;985.00;496.00;46.00
2022-09-22T16:10:33;;26.37;48.00;985.00;490.00;46.00
2022-09-22T16:15:33;;26.37;48.00;985.00;494.00;46.00
2022-09-22T16:20:33;;26.33;48.00;985.00;493.00;46.00
2022-09-22T16:25:33;;26.29;48.00;985.00;497.00;46.00
2022-09-22T16:30:33;;26.33;49.00;985.00;529.00;46.00
2022-09-22T16:35:33;;26.30;48.50;985.00;520.00;50.00
2022-09-22T16:40:33;;26.21;48.50;985.00;506.00;46.00
2022-09-22T16:45:33;;26.16;48.50;985.00;492.00;46.00
2022-09-22T16:50:33;;26.15;49.50;985.00;483.00;46.00
2022-09-22T16:55:33;;26.19;49.50;985.00;483.00;46.00
2022-09-22T17:00:33;99.00;26.17;49.50;985.00;487.00;46.00
2022-09-22T17:05:33;;26.13;49.50;985.00;495.00;46.00
2022-09-22T17:10:33;;26.11;50.00;985.00;494.00;46.00
2022-09-22T17:15:33;;26.11;50.00;985.00;508.00;46.00
2022-09-22T17:20:33;;26.12;50.50;985.00;506.00;46.00
2022-09-22T17:25:33;;26.11;50.50;985.00;505.00;46.00
2022-09-22T17:30:33;;26.06;51.00;985.00;505.00;50.00
2022-09-22T17:35:33;;26.06;51.00;985.00;505.00;46.00
2022-09-22T17:40:33;;26.07;51.00;985.00;504.00;46.00
2022-09-22T17:45:33;;26.02;51.00;985.00;501.00;46.00
2022-09-22T17:50:33;;26.02;51.00;985.00;496.00;46.00
2022-09-22T17:55:33;;26.01;51.00;985.00;488.00;46.00
2022-09-22T18:00:33;93.00;25.99;51.50;985.00;487.00;46.00
2022-09-22T18:10:34;;25.96;51.50;985.00;483.00;46.00
2022-09-22T18:15:34;;25.94;51.00;985.00;482.00;46.00
2022-09-22T18:20:34;;25.89;50.50;985.00;475.00;46.00
2022-09-22T18:25:34;;25.87;50.50;985.00;472.00;59.00
2022-09-22T18:30:34;;25.86;51.00;985.00;475.00;46.00
2022-09-22T18:35:34;;25.85;51.00;985.00;480.00;46.00
2022-09-22T18:40:34;;25.85;51.00;985.00;481.00;50.00
2022-09-22T18:45:34;;25.85;51.00;985.00;486.00;50.00
2022-09-22T18:50:34;;25.85;51.00;985.00;495.00;46.00
2022-09-22T18:55:34;;25.87;51.00;985.00;503.00;
2022-09-22T19:00:34;101.00;25.90;51.00;985.00;502.00;46.00
2022-09-22T19:10:34;;25.91;51.00;985.00;505.00;46.00
2022-09-22T19:15:34;;25.91;51.50;985.00;503.00;46.00
2022-09-22T19:20:34;;25.90;51.50;985.00;502.00;46.00
2022-09-22T19:25:34;;25.90;51.50;985.00;506.00;46.00
2022-09-22T19:30:34;;25.89;51.50;985.00;507.00;46.00
2022-09-22T19:35:34;;25.88;51.50;985.00;505.00;46.00
2022-09-22T19:40:34;;25.87;51.50;985.00;506.00;46.00
2022-09-22T19:45:34;;25.87;51.50;985.00;509.00;52.00
2022-09-22T19:50:34;;25.85;51.50;985.00;510.00;52.00
2022-09-22T19:55:34;;25.85;51.50;985.00;509.00;48.00
2022-09-22T20:00:34;96.00;25.85;51.50;985.00;512.00;46.00
2022-09-22T20:10:34;;25.84;51.50;986.00;510.00;46.00
2022-09-22T20:15:34;;25.83;51.50;986.00;512.00;50.00
2022-09-22T20:20:34;;25.82;51.50;986.00;512.00;56.00
2022-09-22T20:25:34;;25.82;51.50;986.00;509.00;54.00
2022-09-22T20:30:34;;25.81;51.50;985.00;507.00;58.00
2022-09-22T20:35:34;;25.81;51.50;985.00;505.00;46.00
2022-09-22T20:40:34;;25.81;52.00;986.00;507.00;48.00
2022-09-22T20:45:34;;25.81;52.00;986.00;509.00;52.00
2022-09-22T20:50:34;;25.80;52.00;986.00;509.00;46.00
2022-09-22T20:55:34;;25.80;52.00;986.00;509.00;63.00
2022-09-22T21:00:34;95.00;25.80;52.00;986.00;515.00;54.00
2022-09-22T21:10:34;;25.78;52.00;986.00;;56.00
2022-09-22T21:15:34;;25.78;52.00;985.00;;
2022-09-22T21:20:34;;25.78;52.00;985.00;;
2022-09-22T21:25:34;;25.78;52.00;985.00;510.00;48.00
2022-09-22T21:30:34;;25.77;52.00;985.00;509.00;46.00
2022-09-22T21:35:34;;25.77;52.00;985.00;513.00;50.00
2022-09-22T21:40:34;;25.77;52.00;985.00;513.00;52.00
2022-09-22T21:45:34;;25.76;52.00;985.00;509.00;46.00
2022-09-22T21:50:34;;25.76;52.00;985.00;510.00;
2022-09-22T21:55:34;;25.76;52.00;985.00;509.00;52.00
2022-09-22T22:00:34;98.00;25.75;52.00;985.00;507.00;50.00
2022-09-22T22:10:34;;25.75;52.00;985.00;504.00;48.00
2022-09-22T22:15:34;;25.75;52.00;985.00;499.00;46.00
2022-09-22T22:20:34;;25.75;52.00;985.00;500.00;46.00
2022-09-22T22:25:34;;25.74;52.00;986.00;503.00;50.00
2022-09-22T22:30:34;;25.74;52.00;986.00;501.00;46.00
2022-09-22T22:35:34;;25.73;52.00;985.00;501.00;61.00
2022-09-22T22:40:34;;25.74;52.00;986.00;499.00;58.00
2022-09-22T22:45:34;;25.73;52.00;986.00;497.00;48.00
2022-09-22T22:50:34;;25.72;52.00;986.00;498.00;52.00
2022-09-22T22:55:34;;25.73;52.00;986.00;494.00;48.00
2022-09-22T23:00:34;99.00;25.72;52.00;986.00;488.00;48.00
2022-09-22T23:10:34;;25.71;52.00;985.00;490.00;50.00
2022-09-22T23:15:34;;25.71;52.00;986.00;485.00;46.00
2022-09-22T23:20:34;;25.71;52.00;986.00;485.00;46.00
2022-09-22T23:25:34;;25.71;52.00;986.00;484.00;46.00
2022-09-22T23:30:34;;25.71;52.00;986.00;481.00;46.00
2022-09-22T23:35:34;;25.71;52.00;986.00;483.00;50.00
2022-09-22T23:40:34;;25.71;52.00;986.00;483.00;54.00
2022-09-22T23:45:34;;25.71;52.00;986.00;483.00;56.00
2022-09-22T23:50:34;;25.71;52.00;986.00;483.00;56.00
2022-09-22T23:55:34;;25.71;52.00;986.00;479.00;54.00
2022-09-23T00:00:34;119.00;25.70;52.00;986.00;482.00;59.00
2022-09-23T00:10:34;;25.70;52.00;986.00;481.00;46.00
2022-09-23T00:15:34;;25.70;52.00;986.00;478.00;52.00
2022-09-23T00:20:34;;25.69;52.00;986.00;482.00;63.00
2022-09-23T00:25:34;;25.70;52.00;986.00;481.00;52.00
2022-09-23T00:30:34;;25.69;52.00;986.00;479.00;54.00
2022-09-23T00:35:34;;25.69;52.00;986.00;479.00;54.00
2022-09-23T00:40:34;;25.68;52.00;985.00;476.00;58.00
2022-09-23T00:45:34;;25.69;52.00;985.00;476.00;52.00
2022-09-23T00:50:34;;25.69;52.00;986.00;476.00;54.00
2022-09-23T00:55:34;;25.69;52.00;986.00;476.00;61.00
2022-09-23T01:00:34;124.00;25.68;52.00;986.00;478.00;56.00
2022-09-23T01:10:34;;25.68;52.00;986.00;476.00;56.00
2022-09-23T01:15:34;;25.68;52.00;985.00;478.00;58.00
2022-09-23T01:20:34;;25.68;52.00;986.00;476.00;56.00
2022-09-23T01:25:34;;25.68;52.00;986.00;472.00;48.00
2022-09-23T01:30:34;;25.68;52.00;986.00;476.00;56.00
2022-09-23T01:35:34;;25.68;52.00;986.00;478.00;61.00
2022-09-23T01:40:34;;25.68;52.00;986.00;478.00;58.00
2022-09-23T01:45:34;;25.67;52.00;985.00;476.00;56.00
2022-09-23T01:50:34;;25.67;52.00;985.00;476.00;61.00
2022-09-23T01:55:34;;25.67;52.00;985.00;475.00;54.00
2022-09-23T02:00:34;143.00;25.67;52.00;985.00;473.00;59.00
2022-09-23T02:10:34;;25.67;52.00;985.00;473.00;63.00
2022-09-23T02:15:34;;25.67;52.00;985.00;470.00;61.00
2022-09-23T02:20:34;;25.67;52.00;985.00;470.00;58.00
2022-09-23T02:25:34;;25.67;52.00;985.00;476.00;71.00
2022-09-23T02:30:34;;25.66;52.00;985.00;472.00;69.00
2022-09-23T02:35:34;;25.66;52.00;985.00;470.00;72.00
2022-09-23T02:40:34;;25.66;52.00;985.00;469.00;71.00
2022-09-23T02:45:34;;25.66;52.00;985.00;467.00;72.00
2022-09-23T02:50:34;;25.66;52.00;985.00;470.00;69.00
2022-09-23T02:55:34;;25.65;52.00;985.00;469.00;63.00
2022-09-23T03:00:34;174.00;25.66;52.00;985.00;473.00;71.00
2022-09-23T03:10:34;;25.66;52.00;985.00;471.00;67.00
2022-09-23T03:15:34;;25.66;52.00;985.00;468.00;69.00
2022-09-23T03:20:34;;25.65;52.00;985.00;464.00;82.00
2022-09-23T03:25:34;;25.66;52.00;985.00;464.00;61.00
2022-09-23T03:30:34;;25.65;52.00;985.00;460.00;76.00
2022-09-23T03:35:34;;25.65;52.00;985.00;462.00;72.00
2022-09-23T03:40:34;;25.66;52.00;985.00;464.00;72.00
2022-09-23T03:45:34;;25.65;52.00;985.00;463.00;69.00
2022-09-23T03:50:34;;25.66;52.00;985.00;459.00;78.00
2022-09-23T03:55:34;;25.65;52.00;985.00;461.00;75.00
2022-09-23T04:00:34;195.00;25.65;52.00;985.00;459.00;72.00
2022-09-23T04:10:34;;25.65;52.00;985.00;463.00;75.00
2022-09-23T04:15:34;;25.65;52.00;985.00;458.00;80.00
2022-09-23T04:20:34;;25.65;52.00;985.00;463.00;78.00
2022-09-23T04:25:34;;25.65;52.00;985.00;460.00;82.00
2022-09-23T04:30:34;;25.65;52.00;985.00;461.00;75.00
2022-09-23T04:35:34;;25.64;52.00;985.00;458.00;82.00
2022-09-23T04:40:34;;25.65;52.00;985.00;458.00;71.00
2022-09-23T04:45:34;;25.64;52.00;985.00;458.00;84.00
2022-09-23T04:50:34;;25.65;52.00;985.00;459.00;75.00
2022-09-23T04:55:34;;25.64;52.00;985.00;459.00;82.00
2022-09-23T05:00:34;193.00;25.64;52.00;985.00;461.00;84.00
2022-09-23T05:10:34;;25.65;52.00;985.00;460.00;84.00
2022-09-23T05:15:34;;25.64;52.00;985.00;457.00;86.00
2022-09-23T05:20:34;;25.64;52.00;985.00;457.00;86.00
2022-09-23T05:25:34;;25.64;52.00;985.00;458.00;86.00
2022-09-23T05:30:34;;25.64;52.00;985.00;456.00;82.00
2022-09-23T05:35:34;;25.63;52.00;985.00;457.00;82.00
2022-09-23T05:40:34;;25.64;52.00;985.00;458.00;89.00
2022-09-23T05:45:34;;25.64;52.00;985.00;461.00;88.00
2022-09-23T05:50:34;;25.64;52.00;985.00;461.00;84.00
2022-09-23T05:55:34;;25.64;52.00;986.00;459.00;93.00
2022-09-23T06:00:34;213.00;25.64;52.00;986.00;459.00;99.00
2022-09-23T06:05:34;;25.64;52.00;986.00;457.00;95.00
2022-09-23T06:10:34;;25.63;52.00;986.00;459.00;93.00
2022-09-23T06:15:34;;25.63;52.00;986.00;455.00;91.00
2022-09-23T06:20:34;;25.63;52.00;986.00;458.00;95.00
2022-09-23T06:25:34;;25.63;52.00;986.00;458.00;108.00
2022-09-23T06:30:34;;25.63;52.00;986.00;454.00;97.00
2022-09-23T06:35:34;;25.64;52.00;986.00;456.00;93.00
2022-09-23T06:40:34;;25.64;52.00;986.00;461.00;99.00
2022-09-23T06:45:34;;25.64;52.00;986.00;458.00;103.00
2022-09-23T06:50:34;;25.65;52.00;986.00;459.00;106.00
2022-09-23T06:55:34;;25.64;51.50;986.00;464.00;105.00
2022-09-23T07:00:34;251.00;25.62;51.00;986.00;470.00;110.00
2022-09-23T07:05:34;;25.63;51.00;986.00;472.00;116.00
2022-09-23T07:10:34;;25.65;51.00;986.00;487.00;127.00
2022-09-23T07:15:34;;25.65;50.50;986.00;493.00;136.00
2022-09-23T07:20:34;;25.57;50.00;986.00;494.00;148.00
2022-09-23T07:25:34;;25.49;49.50;986.00;493.00;138.00
2022-09-23T07:30:34;;25.37;49.00;986.00;491.00;136.00
2022-09-23T07:35:34;;25.35;49.00;986.00;491.00;129.00
2022-09-23T07:40:34;;25.39;49.00;986.00;487.00;129.00
2022-09-23T07:45:34;;25.42;49.00;986.00;481.00;131.00
2022-09-23T07:50:34;;25.43;48.50;986.00;475.00;127.00
2022-09-23T07:55:34;;25.43;48.50;987.00;472.00;136.00
2022-09-23T08:00:34;280.00;25.43;48.50;987.00;464.00;125.00
2022-09-23T08:05:34;;25.42;48.50;987.00;459.00;131.00
2022-09-23T08:10:34;;25.40;48.50;986.00;462.00;122.00
2022-09-23T08:15:34;;25.38;48.50;987.00;461.00;123.00
2022-09-23T08:20:34;;25.38;48.50;987.00;462.00;135.00
2022-09-23T08:25:34;;25.37;49.00;987.00;475.00;119.00
2022-09-23T08:30:34;;25.36;49.00;987.00;486.00;131.00
2022-09-23T08:35:34;;25.37;49.50;987.00;495.00;119.00
2022-09-23T08:40:34;;25.41;49.50;987.00;503.00;138.00
2022-09-23T08:45:34;;25.44;49.50;987.00;510.00;146.00
2022-09-23T08:50:34;;25.46;49.50;987.00;507.00;155.00
2022-09-23T08:55:34;;25.47;49.00;987.00;506.00;159.00
2022-09-23T09:00:34;288.00;25.45;49.00;987.00;501.00;161.00
2022-09-23T09:05:34;;25.46;49.00;987.00;497.00;157.00
2022-09-23T09:10:34;;25.48;49.00;987.00;498.00;150.00
2022-09-23T09:15:34;;25.48;49.00;987.00;503.00;161.00
2022-09-23T09:20:34;;25.48;48.50;987.00;505.00;150.00
2022-09-23T09:25:34;;25.49;49.00;987.00;499.00;146.00
2022-09-23T09:30:34;;25.47;49.00;987.00;497.00;144.00
2022-09-23T09:35:34;;25.44;49.00;987.00;498.00;142.00
2022-09-23T09:40:34;;25.43;49.00;987.00;502.00;146.00
2022-09-23T09:45:34;;25.42;49.00;987.00;505.00;146.00
2022-09-23T09:50:34;;25.40;49.00;987.00;501.00;148.00
2022-09-23T09:55:34;;25.44;49.00;987.00;504.00;150.00
2022-09-23T10:00:34;278.00;25.44;49.00;987.00;499.00;153.00
2022-09-23T10:05:34;;25.42;48.50;987.00;485.00;146.00
2022-09-23T10:10:34;;25.43;48.50;987.00;474.00;150.00
2022-09-23T10:15:34;;25.45;48.50;987.00;462.00;150.00
2022-09-23T10:20:34;;25.47;48.00;987.00;453.00;144.00
2022-09-23T10:25:34;;25.49;48.00;987.00;445.00;153.00
2022-09-23T10:30:34;;25.51;48.50;987.00;439.00;157.00
2022-09-23T10:35:34;;25.52;48.50;987.00;438.00;157.00
2022-09-23T10:40:34;;25.52;48.00;987.00;440.00;153.00
2022-09-23T10:45:34;;25.53;48.00;987.00;433.00;155.00
2022-09-23T10:50:34;;25.54;48.00;987.00;430.00;157.00
2022-09-23T10:55:34;;25.56;48.00;987.00;431.00;153.00
2022-09-23T11:00:34;270.00;25.57;48.00;987.00;434.00;165.00
2022-09-23T11:05:34;;25.56;48.50;987.00;448.00;311.00
2022-09-23T11:10:34;;25.55;48.50;987.00;465.00;556.00
2022-09-23T11:15:34;;25.57;48.50;987.00;473.00;690.00
2022-09-23T11:20:34;;25.59;49.00;987.00;481.00;761.00
2022-09-23T11:25:34;;25.59;49.00;987.00;496.00;824.00
2022-09-23T11:30:34;;25.56;49.00;987.00;502.00;819.00
2022-09-23T11:35:34;;25.54;49.00;987.00;509.00;805.00
2022-09-23T11:40:34;;25.53;49.00;987.00;507.00;815.00
2022-09-23T11:45:34;;25.51;49.00;987.00;508.00;765.00
2022-09-23T11:50:34;;25.46;49.00;987.00;504.00;694.00
2022-09-23T11:55:34;;25.52;49.00;987.00;508.00;708.00
2022-09-23T12:00:34;277.00;25.51;48.50;987.00;508.00;672.00
2022-09-23T12:05:34;;25.49;48.50;987.00;496.00;615.00
2022-09-23T12:10:34;;25.50;48.50;987.00;488.00;583.00
2022-09-23T12:15:34;;25.48;48.00;987.00;475.00;526.00
2022-09-23T12:20:34;;25.45;48.00;987.00;466.00;520.00
2022-09-23T12:25:34;;25.44;47.50;987.00;463.00;490.00
2022-09-23T12:30:34;;25.44;47.50;987.00;463.00;470.00
2022-09-23T12:35:34;;25.45;47.50;987.00;458.00;452.00
2022-09-23T12:40:34;;25.48;47.50;987.00;452.00;438.00
2022-09-23T12:45:34;;25.52;47.50;987.00;456.00;438.00
2022-09-23T12:50:34;;25.52;47.50;987.00;456.00;428.00
2022-09-23T12:55:34;;25.52;47.50;987.00;459.00;404.00
2022-09-23T13:00:34;278.00;25.52;47.00;986.00;464.00;407.00
2022-09-23T13:05:34;;25.53;47.00;986.00;467.00;428.00
2022-09-23T13:10:34;;25.57;47.00;986.00;465.00;411.00
2022-09-23T13:15:34;;25.58;47.00;986.00;468.00;404.00
2022-09-23T13:20:34;;25.64;47.00;986.00;471.00;380.00
2022-09-23T13:25:34;;25.70;47.00;986.00;471.00;370.00
2022-09-23T13:30:34;;25.76;47.00;986.00;471.00;370.00
2022-09-23T13:35:34;;25.76;47.00;986.00;466.00;370.00
2022-09-23T13:40:34;;25.79;47.00;986.00;467.00;367.00
2022-09-23T13:45:34;;25.81;47.00;986.00;469.00;353.00
2022-09-23T13:50:34;;25.82;47.50;986.00;468.00;356.00
2022-09-23T13:55:34;;25.84;47.50;986.00;464.00;345.00
2022-09-23T14:00:34;277.00;25.84;47.50;986.00;465.00;339.00
2022-09-23T14:05:34;;25.85;47.50;986.00;467.00;332.00
2022-09-23T14:10:34;;25.86;47.50;986.00;470.00;332.00
2022-09-23T14:15:34;;25.87;47.50;986.00;463.00;339.00
2022-09-23T14:20:34;;25.87;47.50;986.00;464.00;315.00
2022-09-23T14:25:34;;25.73;47.00;986.00;461.00;335.00
2022-09-23T14:30:34;;25.57;47.00;986.00;453.00;304.00
2022-09-23T14:35:34;;25.48;47.00;986.00;452.00;270.00
2022-09-23T14:40:34;;25.43;47.50;986.00;453.00;273.00
2022-09-23T14:45:34;;25.40;47.50;986.00;451.00;250.00
2022-09-23T14:50:34;;25.32;47.50;986.00;448.00;242.00
2022-09-23T14:55:34;;25.28;47.50;986.00;448.00;239.00
2022-09-23T15:00:34;279.00;25.28;47.50;986.00;445.00;222.00
2022-09-23T15:05:34;;25.27;48.00;986.00;450.00;212.00
2022-09-23T15:10:34;;25.26;47.50;986.00;444.00;205.00
2022-09-23T15:15:34;;25.20;48.00;986.00;444.00;195.00
2022-09-23T15:20:34;;25.18;48.00;986.00;449.00;198.00
2022-09-23T15:25:34;;25.19;48.00;986.00;448.00;184.00
2022-09-23T15:30:34;;25.16;48.00;986.00;444.00;198.00
2022-09-23T15:35:34;;25.17;48.00;986.00;445.00;215.00
2022-09-23T15:40:34;;25.23;48.00;986.00;440.00;195.00
2022-09-23T15:45:34;;25.30;47.50;986.00;439.00;187.00
2022-09-23T15:50:34;;25.34;48.00;986.00;438.00;195.00
2022-09-23T15:55:34;;25.33;48.00;986.00;451.00;215.00
2022-09-23T16:00:34;283.00;25.34;47.50;986.00;459.00;201.00
2022-09-23T16:05:34;;25.31;47.50;986.00;455.00;205.00
2022-09-23T16:10:34;;25.30;47.50;986.00;449.00;219.00
2022-09-23T16:15:34;;25.28;47.50;986.00;447.00;219.00
2022-09-23T16:20:34;;25.28;47.50;986.00;445.00;212.00
2022-09-23T16:25:34;;25.26;47.50;986.00;452.00;198.00
2022-09-23T16:30:34;;25.24;47.50;986.00;444.00;195.00
2022-09-23T16:35:34;;25.22;47.50;986.00;443.00;201.00
2022-09-23T16:40:34;;25.22;47.50;986.00;444.00;195.00
2022-09-23T16:45:34;;25.23;47.50;986.00;446.00;201.00
2022-09-23T16:50:34;;25.23;47.50;986.00;450.00;195.00
2022-09-23T16:55:34;;25.21;47.50;986.00;447.00;198.00
2022-09-23T17:00:34;277.00;25.21;47.50;986.00;457.00;191.00
2022-09-23T17:05:34;;25.20;47.50;986.00;454.00;205.00
2022-09-23T17:10:34;;25.19;47.00;986.00;450.00;219.00
2022-09-23T17:15:34;;25.17;47.00;986.00;447.00;205.00
2022-09-23T17:20:34;;25.18;47.00;986.00;447.00;208.00
2022-09-23T17:25:34;;25.20;47.00;986.00;449.00;208.00
2022-09-23T17:30:34;;25.24;47.00;986.00;451.00;225.00
2022-09-23T17:35:34;;25.28;47.00;986.00;451.00;219.00
2022-09-23T17:40:34;;25.31;47.00;986.00;452.00;208.00
2022-09-23T17:45:34;;25.34;47.00;986.00;452.00;205.00
2022-09-23T17:50:34;;25.35;47.00;986.00;455.00;205.00
2022-09-23T17:55:34;;25.37;47.00;986.00;456.00;225.00
2022-09-23T18:00:34;277.00;25.37;47.50;986.00;455.00;219.00
2022-09-23T18:05:34;;25.38;47.50;986.00;460.00;225.00
2022-09-23T18:10:34;;25.39;47.50;986.00;454.00;212.00
2022-09-23T18:15:34;;25.39;47.50;986.00;456.00;219.00
2022-09-23T18:20:34;;25.39;47.50;987.00;454.00;229.00
2022-09-23T18:25:34;;25.39;47.50;987.00;457.00;222.00
2022-09-23T18:30:34;;25.40;47.50;987.00;463.00;225.00
2022-09-23T18:35:34;;25.41;48.00;987.00;465.00;208.00
2022-09-23T18:40:34;;25.40;48.00;987.00;462.00;225.00
2022-09-23T18:45:34;;25.40;48.00;987.00;464.00;222.00
2022-09-23T18:50:34;;25.41;48.00;987.00;464.00;222.00
2022-09-23T18:55:34;;25.40;48.00;987.00;463.00;219.00
2022-09-23T19:00:34;274.00;25.41;48.00;987.00;462.00;225.00
2022-09-23T19:05:34;;25.40;48.00;987.00;461.00;212.00
2022-09-23T19:10:34;;25.41;48.00;987.00;464.00;208.00
2022-09-23T19:15:34;;25.41;48.00;987.00;461.00;236.00
2022-09-23T19:20:34;;25.40;48.50;987.00;464.00;212.00
2022-09-23T19:25:34;;25.40;48.50;987.00;466.00;212.00
2022-09-23T19:30:34;;25.41;48.50;987.00;466.00;225.00
2022-09-23T19:35:34;;25.41;48.50;987.00;467.00;222.00
2022-09-23T19:40:34;;25.40;48.50;987.00;465.00;212.00
2022-09-23T19:45:34;;25.40;48.50;987.00;461.00;225.00
2022-09-23T19:50:34;;25.41;48.50;987.00;461.00;215.00
2022-09-23T19:55:34;;25.40;48.50;987.00;463.00;225.00
2022-09-23T20:00:34;277.00;25.40;48.50;987.00;461.00;229.00
2022-09-23T20:05:34;;25.40;48.50;987.00;458.00;208.00
2022-09-23T20:10:34;;25.40;49.00;987.00;460.00;205.00
2022-09-23T20:15:34;;25.40;49.00;987.00;459.00;222.00
2022-09-23T20:20:34;;25.40;49.00;987.00;462.00;212.00
2022-09-23T20:25:34;;25.40;49.00;987.00;460.00;212.00
2022-09-23T20:30:34;;25.39;49.00;987.00;454.00;212.00
2022-09-23T20:35:34;;25.40;49.00;987.00;451.00;219.00
2022-09-23T20:40:34;;25.40;49.00;987.00;455.00;219.00
2022-09-23T20:45:34;;25.40;49.00;987.00;451.00;212.00
2022-09-23T20:50:34;;25.40;49.00;987.00;450.00;215.00
